Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Amenities;Square Feet;Price;Cleaning Fee;Availability 90;Review Scores Rating
Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;131.0;36.0;19;96.0
Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Kitchen,Heating,Washer;0.0;77.0;;90;
Puente de Vallecas;House;Private room;2;1.5;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets live on this property,Indoor fireplace,Heating,Family/kid friendly,Washer,First aid kit,Essentials,translation missing: en.hosting_amenity_50;;22.0;12.0;31;95.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;85.0;;55;100.0
Salamanca;House;Private room;2;1.0;1.0;2.0;Wireless Internet,Breakfast,Elevator in building,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;35.0;;26;
Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;190.0;60.0;30;
Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;10.0;10.0;0;
Carabanchel;Other;Private room;2;2.0;1.0;1.0;TV,Wireless Internet,Wheelchair accessible,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Laptop friendly workspace;108.0;18.0;20.0;74;98.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;;23;92.0
Chamartín;House;Private room;2;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Pets live on this property,Dog(s),Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;40.0;;88;97.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers;;29.0;;59;100.0
Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Self Check-In,Doorman Entry,Bathtub;;39.0;20.0;19;97.0
Chamberí;Loft;Private room;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;36.0;;16;89.0
Centro;House;Entire home/apt;9;3.0;3.0;7.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;146.0;47.0;34;99.0
Centro;Apartment;Entire home/apt;5;2.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;200.0;40.0;24;97.0
Retiro;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;80.0;;0;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;65.0;25.0;56;97.0
Moncloa - Aravaca;Bed & Breakfast;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;15.0;;0;99.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;;20.0;15.0;36;
Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;150.0;77.0;21;40.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;;0;80.0
Retiro;Apartment;Entire home/apt;5;2.0;3.0;3.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;35.0;35;100.0
Salamanca;Apartment;Private room;2;2.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;35.0;10.0;36;98.0
Salamanca;Apartment;Entire home/apt;8;3.0;4.0;7.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;356.0;300.0;0;
Carabanchel;House;Private room;1;1.0;1.0;1.0;Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Washer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;14.0;;22;
Moncloa - Aravaca;Apartment;Entire home/apt;5;1.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;;120.0;35.0;6;
Tetuán;Apartment;Private room;2;2.0;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;23.0;;67;
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;;0;90.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;90.0;20.0;49;97.0
Centro;Apartment;Entire home/apt;4;1.0;3.0;3.0;TV,Wireless Internet,Kitchen,Pets allowed,Breakfast,Heating,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance;;80.0;20.0;16;
Arganzuela;Apartment;Entire home/apt;9;2.0;5.0;5.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private entrance;;110.0;50.0;26;100.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer;;48.0;15.0;0;90.0
Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;20.0;89;
Centro;Apartment;Entire home/apt;6;1.0;3.0;6.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;150.0;60.0;37;89.0
Centro;Loft;Entire home/apt;3;1.0;0.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;;66.0;20.0;77;80.0
Chamberí;Apartment;Entire home/apt;4;1.5;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;95.0;50.0;65;
Retiro;Apartment;Entire home/apt;7;4.0;4.0;4.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;;258.0;77.0;35;97.0
Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;;80.0;100.0;89;
Salamanca;Apartment;Entire home/apt;5;2.0;3.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;220.0;;63;87.0
Centro;Guesthouse;Private room;3;1.0;1.0;3.0;TV,Wireless Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron;;29.0;;84;80.0
Carabanchel;Apartment;Entire home/apt;4;2.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;55.0;30.0;0;97.0
Villaverde;Apartment;Entire home/apt;8;2.0;3.0;4.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;87.0;40.0;32;89.0
Centro;Apartment;Shared room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Pets allowed,Breakfast,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;38.0;5.0;33;
Hortaleza;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Iron;;65.0;10.0;63;94.0
Centro;Apartment;Entire home/apt;4;2.5;2.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;220.0;45.0;60;95.0
Carabanchel;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;;42.0;;20;90.0
Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,Iron;;80.0;20.0;22;95.0
Centro;Hostel;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;45.0;;60;100.0
Carabanchel;Apartment;Entire home/apt;5;1.0;3.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox;;49.0;25.0;54;94.0
Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo;;47.0;25.0;57;83.0
Fuencarral - El Pardo;Apartment;Private room;1;1.0;1.0;1.0;Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace;;13.0;;0;100.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;700.0;95.0;;12;90.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Indoor fireplace,Buzzer/wireless intercom,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_50;;30.0;;36;92.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Shampoo,Hangers;;70.0;15.0;43;100.0
Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;39.0;10.0;6;100.0
Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;95.0;;15;96.0
Latina;House;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;10.0;0;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;;17;92.0
Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;100.0;20.0;27;
Retiro;Apartment;Private room;3;2.0;4.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;;40.0;;48;
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;484.0;100.0;40.0;13;96.0
Centro;Apartment;Entire home/apt;6;2.0;3.0;5.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;160.0;42.0;32;93.0
Chamartín;House;Entire home/apt;5;3.0;3.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials;;135.0;50.0;32;95.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;78.0;10.0;33;91.0
Centro;Apartment;Entire home/apt;3;2.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;30.0;7;98.0
Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;45.0;50.0;37;87.0
Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer;;55.0;;36;94.0
Centro;House;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;20.0;30;96.0
Moratalaz;Apartment;Entire home/apt;8;2.0;3.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;110.0;50.0;62;98.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Heating,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;32.0;20.0;15;95.0
Salamanca;Apartment;Entire home/apt;6;1.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;79.0;60.0;65;93.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;79.0;;77;88.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;45.0;15.0;27;92.0
Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Washer,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;85;
Salamanca;Apartment;Entire home/apt;5;1.0;2.0;3.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;;28;
Centro;Apartment;Private room;1;2.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,Lock on bedroom door,Hangers,translation missing: en.hosting_amenity_49,Private living room;;38.0;30.0;6;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials;;85.0;40.0;0;83.0
Centro;Apartment;Entire home/apt;6;2.0;3.0;5.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;150.0;30.0;27;98.0
Tetuán;Apartment;Private room;2;1.0;1.0;1.0;translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;22.0;;6;
Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;19.0;;67;100.0
Salamanca;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer;;50.0;;90;
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;50.0;25.0;47;95.0
Chamberí;Other;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;0.0;24.0;;28;92.0
Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;39.0;15.0;50;91.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo;0.0;50.0;25.0;33;93.0
Tetuán;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;29.0;;5;85.0
Salamanca;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;35.0;30.0;6;100.0
Centro;Apartment;Private room;1;3.0;1.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;35.0;30.0;36;
Retiro;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Washer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;18.0;15.0;0;
Salamanca;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials;;55.0;40.0;5;96.0
Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;0.0;35.0;;49;94.0
Centro;Other;Entire home/apt;6;1.0;2.0;4.0;Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Suitable for events,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;40.0;15.0;54;80.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials;;74.0;55.0;48;87.0
Retiro;Apartment;Private room;1;3.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;27.0;5.0;35;90.0
Arganzuela;Apartment;Private room;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Hair dryer;;51.0;10.0;71;88.0
Centro;Other;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;47.0;20.0;69;96.0
Chamartín;House;Entire home/apt;8;3.5;4.0;7.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;150.0;50.0;41;100.0
